event_time,user_host,sqlcommand
"2019-02-23 18:26:27.741971","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:27.742151","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:28.625392","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:28.625567","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:29.443461","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:29.443682","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:30.305550","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:30.305695","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:31.371326","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:31.371504","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:32.549771","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:32.549935","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:33.735703","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:33.735842","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:34.861044","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:34.861181","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:36.034607","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:36.034752","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:38.261785","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:38.261896","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:40.412604","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:40.412718","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:41.630600","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:41.630715","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:53.393317","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:53.393467","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:54.526163","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:54.526288","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:55.680784","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:55.680912","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:56.831626","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:56.831778","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:58.009348","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:58.009460","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:00.025323","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:00.025461","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:00.945824","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:00.945965","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:01.821332","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:01.821516","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:02.722527","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:02.722672","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:03.599710","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:03.599831","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:04.426617","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:04.426748","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:05.234667","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:05.235100","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:06.092656","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:06.092771","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:06.900136","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:06.900260","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:07.705975","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:07.706103","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:08.497656","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:08.497774","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:09.298077","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:09.298190","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:10.070040","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:10.070151","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:10.865218","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:10.865340","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:11.624704","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:11.624817","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:12.425503","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:12.425615","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:13.190163","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:13.190278","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:13.977889","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:13.978031","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:14.765439","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:14.765552","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:15.527093","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:15.527203","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:16.323456","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:16.323800","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:17.125417","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:17.125521","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:27:17.876097","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:27:17.876205","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 20:18:46.227720","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:46.228021","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:47.249509","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:47.249669","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:48.290997","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:48.291172","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:49.390799","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:49.390983","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:50.521156","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:50.521315","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:51.530215","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:51.530374","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:52.576087","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:52.576288","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:53.583623","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:53.583775","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:54.629968","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:54.630132","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:55.642353","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:55.642533","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:56.684858","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:56.685017","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:57.681517","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:57.681673","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:58.683597","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:58.683754","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:18:59.660150","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:18:59.660310","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:00.745946","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:00.746101","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:01.764464","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:01.764609","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:02.840682","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:02.840814","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:03.855283","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:03.855653","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:04.882916","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:04.883037","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:05.921416","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:05.921546","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:06.940537","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:06.940664","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:07.965641","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:07.965758","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:08.984680","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:08.984826","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:09.983089","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:09.983226","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:10.977067","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:10.977251","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:12.001565","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:12.001686","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:13.025935","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:13.026048","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:14.029506","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:14.029622","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:15.067063","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:15.067192","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:16.110243","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:16.110350","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:17.108039","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:17.108163","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:18.146158","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:18.146288","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:19.156079","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:19.156217","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:20.167084","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:20.167207","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:21.165884","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:21.165990","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:22.205729","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:22.205842","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:23.248130","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:23.248247","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:24.276971","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:24.277107","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:25.271498","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:25.271645","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:19:26.297311","[] @  [218.28.167.190]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:19:26.297422","[root] @  [218.28.167.190]","root@218.28.167.190 on mysql using TCP/IP"
"2019-02-23 20:30:32.884710","[] @  [58.218.213.109]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 20:30:32.885088","[root] @  [58.218.213.109]","root@58.218.213.109 on  using TCP/IP"
"2019-02-23 21:38:18.085609","root[root] @  [82.102.20.168]","select event_time, user_host, CONVERT(argument USING utf8 ) as sqlcommand from mysql.general_log
LIMIT 0, 1000"
